"","id","location","year","month","day","fhours","Gear","catch","nao","amo","oisst","BATHY.DEPTH","lon","lat","Abundance"
"6055","2016-223803","us",2016,10,27,8,"RR",0,0.595039427,0.358,12.7399997711182,103,-70.4833333333333,42.8666666666667,5.40079012004738
"6056","2016-227501","us",2016,10,30,15,"RR",0,0.425353408,0.358,12.2399997711182,93,-70.4833333333333,42.9666666666667,5.40079012004738
"6057","2016-214302","us",2016,10,18,12,"RR",0,0.031518102,0.358,14.9899997711182,151,-70.2833333333333,42.9166666666667,3.14005611849074
"6058","2016-214305","us",2016,10,18,7,"RR",0,0.031518102,0.358,14.9899997711182,151,-70.2833333333333,42.9166666666667,3.14005611849074
"6059","2016-196601","us",2016,10,6,8,"RR",1,0.299902558,0.358,16.3400001525879,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6060","2016-196602","us",2016,10,6,10,"RR",0,0.299902558,0.358,16.3400001525879,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6061","2016-197601","us",2016,10,7,9,"RR",0,0.082928069,0.358,16.4699993133545,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6062","2016-197603","us",2016,10,7,8,"RR",0,0.082928069,0.358,16.4699993133545,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6063","2016-197605","us",2016,10,7,8,"RR",1,0.082928069,0.358,16.4699993133545,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6064","2016-197606","us",2016,10,7,4,"RR",0,0.082928069,0.358,16.4699993133545,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6065","2016-197607","us",2016,10,7,12,"RR",0,0.082928069,0.358,16.4699993133545,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6066","2016-197801","us",2016,10,6,7,"RR",0,0.299902558,0.358,16.3400001525879,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6067","2016-197804","us",2016,10,6,10,"RR",1,0.299902558,0.358,16.3400001525879,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6068","2016-197805","us",2016,10,6,5,"RR",0,0.299902558,0.358,16.3400001525879,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6069","2016-197807","us",2016,10,6,10,"RR",0,0.299902558,0.358,16.3400001525879,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6070","2016-198602","us",2016,10,7,5,"RR",0,0.082928069,0.358,16.4699993133545,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6071","2016-198603","us",2016,10,7,8,"RR",1,0.082928069,0.358,16.4699993133545,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6072","2016-198604","us",2016,10,7,9,"RR",0,0.082928069,0.358,16.4699993133545,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6073","2016-198605","us",2016,10,7,9,"RR",0,0.082928069,0.358,16.4699993133545,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6074","2016-198606","us",2016,10,7,10,"RR",0,0.082928069,0.358,16.4699993133545,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6075","2016-198607","us",2016,10,7,5,"RR",0,0.082928069,0.358,16.4699993133545,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6076","2016-198608","us",2016,10,7,7,"RR",1,0.082928069,0.358,16.4699993133545,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6077","2016-198609","us",2016,10,7,10,"RR",0,0.082928069,0.358,16.4699993133545,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6078","2016-198610","us",2016,10,7,24,"RR",0,0.082928069,0.358,16.4699993133545,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6079","2016-198611","us",2016,10,7,7,"RR",1,0.082928069,0.358,16.4699993133545,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6080","2016-198613","us",2016,10,7,24,"RR",0,0.082928069,0.358,16.4699993133545,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6081","2016-198614","us",2016,10,7,24,"RR",0,0.082928069,0.358,16.4699993133545,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6082","2016-198615","us",2016,10,7,14,"RR",0,0.082928069,0.358,16.4699993133545,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6083","2016-201202","us",2016,10,12,10,"RR",0,0.612062871,0.358,14.8800001144409,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6084","2016-201203","us",2016,10,12,10,"RR",0,0.612062871,0.358,14.8800001144409,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6085","2016-212403","us",2016,10,17,12,"RR",2,-0.071236223,0.358,14.5199995040894,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6086","2016-212404","us",2016,10,17,12,"RR",0,-0.071236223,0.358,14.5199995040894,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6087","2016-212405","us",2016,10,17,11,"RR",0,-0.071236223,0.358,14.5199995040894,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6088","2016-212406","us",2016,10,17,12,"RR",0,-0.071236223,0.358,14.5199995040894,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6089","2016-212601","us",2016,10,17,12,"RR",1,-0.071236223,0.358,14.5199995040894,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6090","2016-214301","us",2016,10,18,4,"RR",2,0.031518102,0.358,14.6599998474121,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6091","2016-214308","us",2016,10,18,24,"RR",1,0.031518102,0.358,14.6599998474121,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6092","2016-214310","us",2016,10,18,12,"RR",0,0.031518102,0.358,14.6599998474121,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6093","2016-214311","us",2016,10,18,6,"RR",0,0.031518102,0.358,14.6599998474121,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6094","2016-214312","us",2016,10,18,10,"RR",1,0.031518102,0.358,14.6599998474121,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6095","2016-222502","us",2016,10,30,7,"RR",0,0.425353408,0.358,11.9699993133545,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6096","2016-222503","us",2016,10,30,11,"RR",0,0.425353408,0.358,11.9699993133545,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6097","2016-222504","us",2016,10,30,12,"RR",0,0.425353408,0.358,11.9699993133545,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6098","2016-227001","us",2016,10,31,6,"RR",0,0.413772017,0.358,11.7799997329712,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6099","2016-227002","us",2016,10,31,9,"RR",0,0.413772017,0.358,11.7799997329712,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6100","2016-227004","us",2016,10,31,10,"RR",0,0.413772017,0.358,11.7799997329712,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6101","2016-227005","us",2016,10,31,8,"RR",0,0.413772017,0.358,11.7799997329712,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6102","2016-227006","us",2016,10,31,6,"RR",0,0.413772017,0.358,11.7799997329712,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6103","2016-227007","us",2016,10,31,12,"RR",0,0.413772017,0.358,11.7799997329712,107,-70.1666666666667,42.9166666666667,0.515141937678072
"6104","2016-23-10-21011401","us",2016,10,17,4,"RR",2,-0.071236223,0.358,14.3199996948242,153,-70.0833333333333,43.1666666666667,0.491568438979545
"6105","2016-23-10-22010101","us",2016,10,3,7,"RR",1,0.480351537,0.358,15.8199996948242,153,-70.0833333333333,43.1666666666667,0.491568438979545
"6106","2016-23-10-22010202","us",2016,10,3,4,"RR",1,0.480351537,0.358,15.8199996948242,63,-70.0166666666667,43.15,0.491568438979545
"6107","2016-23-10-21031304","us",2016,10,13,12,"RR",2,0.460127741,0.358,14.6499996185303,36,-70.3333333333333,43.3666666666667,2.8058065947366
"6108","2016-23-10-21060603","us",2016,10,5,5,"RR",1,0.409256697,0.358,15.3599996566772,43,-70.3166666666667,43.35,2.8058065947366
"6109","2016-23-10-11030801","us",2016,10,9,1,"RR",0,0.199888885,0.358,14.5099992752075,184,-70.05,43.3166666666667,1.45451541829149
"6110","2016-23-10-21031102","us",2016,10,13,6,"RR",0,0.460127741,0.358,14.2799997329712,107,-70.1666666666667,43.3333333333333,1.45451541829149
"6111","2016-23-10-21041802","us",2016,10,26,8,"RR",1,0.597510099,0.358,11.8999996185303,72,-70.2166666666667,43.35,1.45451541829149
"6112","2016-23-10-22081901","us",2016,10,27,6,"RR",1,0.595039427,0.358,11.6700000762939,107,-70.1666666666667,43.3333333333333,1.45451541829149
"6113","2016-23-10-21041701","us",2016,10,26,10,"RR",1,0.597510099,0.358,11.8999996185303,62,-70.2333333333333,43.4666666666667,2.15086439822068
"6114","2016-23-10-21060401","us",2016,10,5,8,"RR",2,0.409256697,0.358,15.0699996948242,85,-70.1833333333333,43.4166666666667,1.68663174493456
"6115","2016-23-10-21060502","us",2016,10,5,24,"RR",3,0.409256697,0.358,15.0699996948242,85,-70.1833333333333,43.4166666666667,1.68663174493456
"6116","2016-23-10-21080901","us",2016,10,12,6,"RR",0,0.612062871,0.358,14.2399997711182,45,-70.2166666666667,43.45,1.68663174493456
"6117","2016-23-10-22040701","us",2016,10,6,3,"RR",0,0.299902558,0.358,14.6399993896484,116,-69.7833333333333,43.55,0.7581664383623
"6118","2017-190302","us",2017,10,1,3,"RR",0,0.489133596,0.411,16.6199989318848,9,-69.9166666666667,41.6666666666667,4.22689791043447
"6119","2017-189906","us",2017,10,1,5,"RR",1,0.489133596,0.411,17.0200004577637,30,-70.3,41.9333333333333,2.12030681435128
"6120","2017-189913","us",2017,10,1,7,"RR",1,0.489133596,0.411,16.8799991607666,47,-70.2333333333333,42.0166666666667,2.67870807223217
"6121","2017-189915","us",2017,10,1,8,"RR",0,0.489133596,0.411,16.8799991607666,47,-70.2333333333333,42.0166666666667,2.67870807223217
"6122","2017-190403","us",2017,10,3,6,"RR",0,0.746074796,0.411,16.7199993133545,47,-70.2333333333333,42.0166666666667,2.67870807223217
"6123","2017-190404","us",2017,10,3,6,"RR",1,0.746074796,0.411,16.7199993133545,47,-70.2333333333333,42.0166666666667,2.67870807223217
"6124","2017-190901","us",2017,10,2,3,"RR",1,0.406816036,0.411,16.8799991607666,47,-70.2333333333333,42.0166666666667,2.67870807223217
"6125","2017-190902","us",2017,10,2,6,"RR",1,0.406816036,0.411,16.8799991607666,47,-70.2333333333333,42.0166666666667,2.67870807223217
"6126","2017-190903","us",2017,10,2,8,"RR",0,0.406816036,0.411,16.8799991607666,47,-70.2333333333333,42.0166666666667,2.67870807223217
"6127","2017-190904","us",2017,10,2,6,"RR",0,0.406816036,0.411,16.8799991607666,47,-70.2333333333333,42.0166666666667,2.67870807223217
"6128","2017-194401","us",2017,10,5,8,"RR",0,0.167988971,0.411,16.8899993896484,47,-70.2333333333333,42.0166666666667,2.67870807223217
"6129","2017-189916","us",2017,10,1,11,"RR",0,0.489133596,0.411,16.7199993133545,28,-70.2833333333333,42.2666666666667,1.17285358691737
"6130","2017-190002","us",2017,10,1,1,"RR",1,0.489133596,0.411,16.7199993133545,28,-70.2833333333333,42.2666666666667,1.17285358691737
"6131","2017-190003","us",2017,10,1,4,"RR",1,0.489133596,0.411,16.7199993133545,28,-70.2833333333333,42.2666666666667,1.17285358691737
"6132","2017-190006","us",2017,10,1,8,"RR",0,0.489133596,0.411,16.7199993133545,28,-70.2833333333333,42.2666666666667,1.17285358691737
"6133","2017-190010","us",2017,10,1,8,"RR",0,0.489133596,0.411,16.7199993133545,28,-70.2833333333333,42.2666666666667,1.17285358691737
"6134","2017-190011","us",2017,10,1,6,"RR",0,0.489133596,0.411,16.7199993133545,28,-70.2833333333333,42.2666666666667,1.17285358691737
"6135","2017-190016","us",2017,10,1,10,"RR",0,0.489133596,0.411,16.7199993133545,28,-70.2833333333333,42.2666666666667,1.17285358691737
"6136","2017-190018","us",2017,10,1,10,"RR",0,0.489133596,0.411,16.7199993133545,28,-70.2833333333333,42.2666666666667,1.17285358691737
"6137","2017-190021","us",2017,10,1,10,"RR",0,0.489133596,0.411,16.7199993133545,28,-70.2833333333333,42.2666666666667,1.17285358691737
"6138","2017-190022","us",2017,10,1,10,"RR",0,0.489133596,0.411,16.7199993133545,28,-70.2833333333333,42.2666666666667,1.17285358691737
"6139","2017-190024","us",2017,10,1,6,"RR",0,0.489133596,0.411,16.7199993133545,28,-70.2833333333333,42.2666666666667,1.17285358691737
"6140","2017-190025","us",2017,10,1,10,"RR",0,0.489133596,0.411,16.7199993133545,28,-70.2833333333333,42.2666666666667,1.17285358691737
"6141","2017-190701","us",2017,10,3,10,"RR",0,0.746074796,0.411,16.4300003051758,28,-70.2833333333333,42.2666666666667,1.17285358691737
"6142","2017-194402","us",2017,10,5,6,"RR",0,0.167988971,0.411,16.6499996185303,28,-70.2833333333333,42.2666666666667,1.17285358691737
"6143","2017-196004","us",2017,10,7,8,"RR",0,0.15125379,0.411,16.6399993896484,28,-70.2833333333333,42.2666666666667,1.17285358691737
"6144","2017-205502","us",2017,10,14,10,"RR",0,1.046450853,0.411,16.1000003814697,28,-70.2833333333333,42.2666666666667,1.17285358691737
"6145","2017-218501","us",2017,10,22,5,"RR",0,-0.960755289,0.411,15.4399995803833,28,-70.2833333333333,42.2666666666667,1.17285358691737
"6146","2017-190020","us",2017,10,1,8,"RR",0,0.489133596,0.411,16.7099990844727,90,-70.5833333333333,42.4166666666667,1.3459639512016
"6147","2017-190601","us",2017,10,2,8,"RR",0,0.406816036,0.411,16.4499988555908,48,-70.4666666666667,42.6333333333333,2.86406266269282
"6148","2017-215101","us",2017,10,21,4,"RR",0,-0.779255748,0.411,15.0599994659424,43,-70.55,42.6333333333333,2.86406266269282
"6149","2017-190019","us",2017,10,1,10,"RR",0,0.489133596,0.411,16.5599994659424,33,-70.6666666666667,42.7166666666667,5.52622775334438
"6150","2017-205501","us",2017,10,14,8,"RR",2,1.046450853,0.411,15.960000038147,33,-70.6666666666667,42.7166666666667,5.52622775334438
"6151","2017-191501","us",2017,10,1,7,"RR",0,0.489133596,0.411,16.4799995422363,126,-70.4166666666667,42.8333333333333,1.0489393538736
"6152","2017-197201","us",2017,10,5,3,"RR",1,0.167988971,0.411,16.3899993896484,126,-70.4166666666667,42.8333333333333,1.0489393538736
"6153","2017-197203","us",2017,10,5,10,"RR",0,0.167988971,0.411,16.3899993896484,126,-70.4166666666667,42.8333333333333,1.0489393538736
"6154","2017-197206","us",2017,10,5,8,"RR",0,0.167988971,0.411,16.3899993896484,126,-70.4166666666667,42.8333333333333,1.0489393538736
"6155","2017-197208","us",2017,10,5,12,"RR",0,0.167988971,0.411,16.3899993896484,126,-70.4166666666667,42.8333333333333,1.0489393538736
"6156","2017-197210","us",2017,10,5,6,"RR",0,0.167988971,0.411,16.3899993896484,126,-70.4166666666667,42.8333333333333,1.0489393538736
"6157","2017-189603","us",2017,10,1,2,"RR",1,0.489133596,0.411,16.4799995422363,103,-70.4833333333333,42.8666666666667,5.51261070643224
"6158","2017-191601","us",2017,10,2,3,"RR",1,0.406816036,0.411,16.3400001525879,103,-70.4833333333333,42.8666666666667,5.51261070643224
"6159","2017-191602","us",2017,10,2,8,"RR",0,0.406816036,0.411,16.3400001525879,103,-70.4833333333333,42.8666666666667,5.51261070643224
"6160","2017-191603","us",2017,10,2,5,"RR",1,0.406816036,0.411,16.3400001525879,103,-70.4833333333333,42.8666666666667,5.51261070643224
"6161","2017-191604","us",2017,10,2,6,"RR",0,0.406816036,0.411,16.3400001525879,103,-70.4833333333333,42.8666666666667,5.51261070643224
"6162","2017-191605","us",2017,10,2,6,"RR",0,0.406816036,0.411,16.3099994659424,58,-70.5666666666667,42.9,5.51261070643224
"6163","2017-191606","us",2017,10,2,24,"RR",0,0.406816036,0.411,16.3400001525879,103,-70.4833333333333,42.8666666666667,5.51261070643224
"6164","2017-197002","us",2017,10,3,8,"RR",0,0.746074796,0.411,16.1399993896484,83,-70.5833333333333,42.8666666666667,5.51261070643224
"6165","2017-197202","us",2017,10,5,7,"RR",0,0.167988971,0.411,16.2899990081787,88,-70.5166666666667,42.9166666666667,5.51261070643224
"6166","2017-197209","us",2017,10,5,12,"RR",0,0.167988971,0.411,16.3899993896484,93,-70.4833333333333,42.9666666666667,5.51261070643224
"6167","2017-197301","us",2017,10,4,2,"RR",1,0.765323937,0.411,16.1099987030029,103,-70.4833333333333,42.8666666666667,5.51261070643224
"6168","2017-197402","us",2017,10,5,2,"RR",0,0.167988971,0.411,16.3899993896484,103,-70.4833333333333,42.8666666666667,5.51261070643224
"6169","2017-197403","us",2017,10,5,8,"RR",0,0.167988971,0.411,16.3899993896484,103,-70.4833333333333,42.8666666666667,5.51261070643224
"6170","2017-197404","us",2017,10,5,3,"RR",1,0.167988971,0.411,16.2899990081787,81,-70.5666666666667,42.8833333333333,5.51261070643224
"6171","2017-200301","us",2017,10,7,20,"RR",0,0.15125379,0.411,16.4200000762939,103,-70.4833333333333,42.8666666666667,5.51261070643224
"6172","2017-189602","us",2017,10,1,6,"RR",0,0.489133596,0.411,16.5299987792969,109,-70.2333333333333,42.8666666666667,3.12126695248899
"6173","2017-197001","us",2017,10,3,7,"RR",0,0.746074796,0.411,16.1599998474121,71,-70.4166666666667,42.9166666666667,3.12126695248899
"6174","2017-197401","us",2017,10,5,1,"RR",1,0.167988971,0.411,16.3899993896484,71,-70.4166666666667,42.9166666666667,3.12126695248899
"6175","2017-189601","us",2017,10,1,6,"RR",0,0.489133596,0.411,16.5299987792969,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6176","2017-189701","us",2017,10,1,8,"RR",0,0.489133596,0.411,16.5299987792969,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6177","2017-189702","us",2017,10,1,8,"RR",0,0.489133596,0.411,16.5299987792969,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6178","2017-189703","us",2017,10,1,7,"RR",1,0.489133596,0.411,16.5299987792969,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6179","2017-189704","us",2017,10,1,8,"RR",1,0.489133596,0.411,16.5299987792969,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6180","2017-190001","us",2017,10,1,3,"RR",1,0.489133596,0.411,16.5299987792969,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6181","2017-190004","us",2017,10,1,3,"RR",1,0.489133596,0.411,16.5299987792969,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6182","2017-190005","us",2017,10,1,1,"RR",1,0.489133596,0.411,16.5299987792969,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6183","2017-190007","us",2017,10,1,9,"RR",0,0.489133596,0.411,16.5299987792969,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6184","2017-190009","us",2017,10,1,6,"RR",0,0.489133596,0.411,16.5299987792969,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6185","2017-190012","us",2017,10,1,12,"RR",0,0.489133596,0.411,16.5299987792969,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6186","2017-190013","us",2017,10,1,10,"RR",0,0.489133596,0.411,16.5299987792969,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6187","2017-190014","us",2017,10,1,3,"RR",0,0.489133596,0.411,16.5299987792969,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6188","2017-190015","us",2017,10,1,8,"RR",1,0.489133596,0.411,16.5299987792969,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6189","2017-190017","us",2017,10,1,9,"RR",0,0.489133596,0.411,16.5299987792969,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6190","2017-190023","us",2017,10,1,10,"RR",0,0.489133596,0.411,16.5299987792969,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6191","2017-191502","us",2017,10,1,8,"RR",0,0.489133596,0.411,16.5299987792969,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6192","2017-191701","us",2017,10,2,12,"RR",1,0.406816036,0.411,16.4300003051758,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6193","2017-191801","us",2017,10,4,4,"RR",1,0.765323937,0.411,16.1599998474121,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6194","2017-191802","us",2017,10,4,12,"RR",1,0.765323937,0.411,16.1599998474121,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6195","2017-192001","us",2017,10,4,8,"RR",1,0.765323937,0.411,16.1599998474121,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6196","2017-196001","us",2017,10,7,8,"RR",0,0.15125379,0.411,16.4599990844727,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6197","2017-196002","us",2017,10,7,2,"RR",0,0.15125379,0.411,16.4599990844727,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6198","2017-196003","us",2017,10,7,7,"RR",0,0.15125379,0.411,16.4599990844727,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6199","2017-196005","us",2017,10,7,10,"RR",0,0.15125379,0.411,16.4599990844727,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6200","2017-196301","us",2017,10,6,5,"RR",0,0.075362124,0.411,16.5699996948242,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6201","2017-196302","us",2017,10,6,6,"RR",0,0.075362124,0.411,16.5699996948242,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6202","2017-196303","us",2017,10,6,12,"RR",0,0.075362124,0.411,16.5699996948242,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6203","2017-196304","us",2017,10,6,7,"RR",0,0.075362124,0.411,16.5699996948242,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6204","2017-196305","us",2017,10,6,12,"RR",0,0.075362124,0.411,16.5699996948242,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6205","2017-197205","us",2017,10,5,9,"RR",0,0.167988971,0.411,16.4300003051758,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6206","2017-197207","us",2017,10,5,10,"RR",0,0.167988971,0.411,16.4300003051758,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6207","2017-197302","us",2017,10,4,2,"RR",1,0.765323937,0.411,16.1599998474121,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6208","2017-205201","us",2017,10,15,7,"RR",1,1.17168355,0.411,16.0299987792969,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6209","2017-210601","us",2017,10,18,6,"RR",0,0.324195743,0.411,15.0699996948242,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6210","2017-210602","us",2017,10,18,6,"RR",3,0.324195743,0.411,15.0699996948242,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6211","2017-210603","us",2017,10,18,8,"RR",0,0.324195743,0.411,15.0699996948242,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6212","2017-215401","us",2017,10,20,8,"RR",2,-0.287192851,0.411,15.0499992370605,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6213","2017-215402","us",2017,10,20,7,"RR",1,-0.287192851,0.411,15.0499992370605,107,-70.1666666666667,42.9166666666667,0.492609324690695
"6214","2017-23-10-21062202","us",2017,10,5,9,"RR",1,0.167988971,0.411,15.960000038147,45,-70.5,43.25,5.47175956569582
"6215","2017-23-10-12010101","us",2017,10,1,3,"RR",1,0.489133596,0.411,15.5999994277954,107,-70.1666666666667,43.3333333333333,1.45208575038954
"6216","2017-23-10-12010202","us",2017,10,1,12,"RR",1,0.489133596,0.411,15.5999994277954,107,-70.1666666666667,43.3333333333333,1.45208575038954
"6217","2017-23-10-21011401","us",2017,10,2,1,"RR",1,0.406816036,0.411,15.5,106,-70.1833333333333,43.3666666666667,1.45208575038954
"6218","2017-23-10-21011704","us",2017,10,2,6,"RR",1,0.406816036,0.411,15.5,106,-70.1666666666667,43.3666666666667,1.45208575038954
"6219","2017-23-10-21011906","us",2017,10,2,22,"RR",0,0.406816036,0.411,15.5,107,-70.1666666666667,43.3333333333333,1.45208575038954
"6220","2017-23-10-11021301","us",2017,10,1,5,"RR",1,0.489133596,0.411,15.5999994277954,71,-70.25,43.4333333333333,2.20695363700638
"6221","2017-23-10-12011111","us",2017,10,1,12,"RR",1,0.489133596,0.411,15.5999994277954,94,-70.2333333333333,43.3833333333333,2.20695363700638
"6222","2017-23-10-21011502","us",2017,10,2,5,"RR",0,0.406816036,0.411,15.8099994659424,45,-70.2666666666667,43.3833333333333,2.20695363700638
"6223","2017-23-10-21011603","us",2017,10,2,4,"RR",1,0.406816036,0.411,15.5,39,-70.25,43.4666666666667,2.20695363700638
"6224","2017-23-10-21011805","us",2017,10,2,7,"RR",0,0.406816036,0.411,15.5,39,-70.25,43.4666666666667,2.20695363700638
"6225","2017-23-10-21062101","us",2017,10,5,6,"RR",1,0.167988971,0.411,15.960000038147,46,-70.2666666666667,43.4666666666667,2.20695363700638
"6226","2017-23-10-21062303","us",2017,10,5,9,"RR",0,0.167988971,0.411,15.960000038147,46,-70.2666666666667,43.4666666666667,2.20695363700638
"6227","2017-23-10-12010303","us",2017,10,1,3,"RR",1,0.489133596,0.411,15.5999994277954,104,-70.0333333333333,43.5,1.70370837926182
"6228","2017-23-10-12010505","us",2017,10,1,9,"RR",2,0.489133596,0.411,15.5999994277954,61,-70.0666666666667,43.5,1.70370837926182
"6229","2017-23-10-12010606","us",2017,10,1,11,"RR",1,0.489133596,0.411,14.9699993133545,39,-70.0833333333333,43.5333333333333,1.70370837926182
"6230","2017-23-10-12010707","us",2017,10,1,5,"RR",1,0.489133596,0.411,15.5999994277954,112,-70.0166666666667,43.4833333333333,1.70370837926182
"6231","2017-23-10-12010808","us",2017,10,1,5,"RR",1,0.489133596,0.411,14.9699993133545,33,-70.0833333333333,43.5166666666667,1.70370837926182
"6232","2017-23-10-12010909","us",2017,10,1,6,"RR",0,0.489133596,0.411,15.5999994277954,100,-70.2,43.4,1.70370837926182
"6233","2017-23-10-12010404","us",2017,10,1,1,"RR",1,0.489133596,0.411,14.710000038147,119,-69.9166666666667,43.5,0.697217863772697
"6234","2017-23-10-12011010","us",2017,10,1,6,"RR",1,0.489133596,0.411,15.3899993896484,121,-69.9333333333333,43.4666666666667,0.697217863772697
"6235","2017-23-10-12011212","us",2017,10,1,5,"RR",1,0.489133596,0.411,15.3899993896484,114,-69.9833333333333,43.4666666666667,0.697217863772697
"6236","2018-187802","us",2018,10,1,6,"RR",0,1.14167285,0.121,21.0200004577637,37,-73.6833333333333,40.0166666666667,0.751196737118647
"6237","2018-172001","us",2018,10,2,1,"RR",1,0.592632473,0.121,16.2199993133545,78,-69.3333333333333,41.4333333333333,1.02431761929879
"6238","2018-176201","us",2018,10,4,3,"RR",0,0.211920962,0.121,16.3899993896484,76,-69.35,41.4666666666667,1.02431761929879
"6239","2018-176202","us",2018,10,4,5,"RR",0,0.211920962,0.121,16.3899993896484,76,-69.35,41.4666666666667,1.02431761929879
"6240","2018-176203","us",2018,10,4,6,"RR",0,0.211920962,0.121,16.3899993896484,76,-69.35,41.4666666666667,1.02431761929879
"6241","2018-200706","us",2018,10,2,3,"RR",1,0.592632473,0.121,16.2199993133545,76,-69.35,41.4666666666667,1.02431761929879
"6242","2018-172401","us",2018,10,3,3,"RR",0,0.194872662,0.121,16.3699989318848,59,-69.6666666666667,41.6333333333333,2.39415655426945
"6243","2018-185001","us",2018,10,15,10,"RR",1,1.130690694,0.121,15.3800001144409,59,-69.6666666666667,41.6333333333333,2.39415655426945
"6244","2018-190101","us",2018,10,16,8,"RR",0,0.951816618,0.121,14.9699993133545,59,-69.6666666666667,41.6333333333333,2.39415655426945
"6245","2018-200701","us",2018,10,2,8,"RR",0,0.592632473,0.121,16.6199989318848,59,-69.6666666666667,41.6333333333333,2.39415655426945
"6246","2018-203301","us",2018,10,31,3,"RR",0,-0.497026801,0.121,12.3499994277954,30,-69.6333333333333,41.5,2.39415655426945
