"id","year","month","day","lat","lon","catch_n","state","prim_op","lines","fhours","party","bt_live","bt_art","bt_dead","fm_troll","fm_chunk","fm_chum","depth","bathy","field.sst","oisst","primary","secondary","nao","amo"
"2018-089208",2018,8,3,42.9166666666667,-70.1666666666667,1,"MA","Private",3,1,5,"Yes","No","No","No","No","No",-180,-100.7,21.11,20.5100002288818,"giant",NA,1.37844336,0.09
"2018-089210",2018,8,3,42.2666666666667,-70.2833333333333,0,"MA","Private",4,12,4,"Yes","No","No","No","No","No",-140,-27.2,NA,19.8500003814697,"giant",NA,1.37844336,0.09
"2018-087813",2018,8,4,42.9166666666667,-70.1666666666667,1,"MA","Private",2,10,3,"Yes","No","No","No","No","No",-180,-100.7,NA,20.4699993133545,"giant",NA,1.071671724,0.09
"2018-087801",2018,8,4,42.2666666666667,-70.2833333333333,1,"MA","Charter",3,3,7,"Yes","No","No","No","No","No",-115,-27.2,20.56,19.7600002288818,"giant",NA,1.071671724,0.09
"2018-087817",2018,8,4,42.2666666666667,-70.2833333333333,0,"MA","Private",3,7,3,"Yes","No","No","No","No","No",-110,-27.2,NA,19.7600002288818,"giant",NA,1.071671724,0.09
"2018-087829",2018,8,4,42.2666666666667,-70.2833333333333,0,"MA","Private",3,12,2,"Yes","No","No","No","No","No",-190,-27.2,19.44,19.7600002288818,"giant",NA,1.071671724,0.09
"2018-088303",2018,8,4,42.2666666666667,-70.2833333333333,0,"MA","Private",3,6,2,"Yes","No","No","No","No","No",-135,-27.2,20.56,19.7600002288818,"giant",NA,1.071671724,0.09
"2018-087811",2018,8,4,42.9166666666667,-70.1666666666667,1,"MA","Private",3,9,4,"Yes","No","No","No","No","No",-160,-100.7,NA,20.4699993133545,"giant",NA,1.071671724,0.09
"2018-087802",2018,8,4,42.9166666666667,-70.1666666666667,0,"MA","Private",3,7,4,"Yes","No","No","No","No","No",-180,-100.7,NA,20.4699993133545,"giant",NA,1.071671724,0.09
"2018-087806",2018,8,4,42.2666666666667,-70.2833333333333,0,"MA","Charter",2,8,5,"Yes","No","No","No","No","No",-180,-27.2,20,19.7600002288818,"giant",NA,1.071671724,0.09
"2018-087819",2018,8,4,42.9166666666667,-70.1666666666667,0,"MA","Private",3,5,3,"Yes","No","No","No","No","No",-195,-100.7,NA,20.4699993133545,"giant",NA,1.071671724,0.09
"2018-087822",2018,8,4,42.2666666666667,-70.2833333333333,0,"MA","Private",4,8,3,"Yes","No","No","No","No","No",-90,-27.2,21.11,19.7600002288818,"giant",NA,1.071671724,0.09
"2018-087827",2018,8,4,42.7833333333333,-70.55,0,"MA","Private",4,14,4,"Yes","No","No","No","No","No",-200,-99.3,21.67,20,"giant",NA,1.071671724,0.09
"2018-087828",2018,8,4,42.2666666666667,-70.2833333333333,0,"MA","Private",2,10,6,"Yes","No","No","No","No","No",-90,-27.2,20,19.7600002288818,"giant",NA,1.071671724,0.09
"2018-088302",2018,8,4,42.2666666666667,-70.2833333333333,1,"MA","Charter",3,7,5,"Yes","No","No","No","No","No",-130,-27.2,20,19.7600002288818,"giant",NA,1.071671724,0.09
"2018-087816",2018,8,4,42.9166666666667,-70.1666666666667,0,"MA","Private",2,6,4,"Yes","No","No","No","No","No",-178,-100.7,20.56,20.4699993133545,"giant",NA,1.071671724,0.09
"2018-087814",2018,8,4,42.9166666666667,-70.1666666666667,0,"MA","Private",3,11,6,"Yes","No","Yes","No","Yes","Yes",-200,-100.7,NA,20.4699993133545,"giant",NA,1.071671724,0.09
"2018-087810",2018,8,4,42.2666666666667,-70.2833333333333,0,"MA","Private",3,7,5,"Yes","No","No","No","No","No",-165,-27.2,20.56,19.7600002288818,"giant",NA,1.071671724,0.09
"2018-087821",2018,8,4,42.2666666666667,-70.2833333333333,0,"MA","Private",2,10,4,"Yes","No","No","No","No","No",-150,-27.2,18.33,19.7600002288818,"giant",NA,1.071671724,0.09
"2018-087826",2018,8,4,42.8166666666667,-70.7333333333333,0,"MA","Private",3,6,2,"Yes","No","No","No","No","No",-224,-36.2,NA,20,"giant",NA,1.071671724,0.09
"2018-088301",2018,8,4,42.1666666666667,-70.25,0,"MA","Private",4,7,4,"Yes","No","No","No","No","No",-130,-28.8,20,19.7799987792969,"giant",NA,1.071671724,0.09
"2018-087812",2018,8,4,42.9166666666667,-70.1666666666667,0,"MA","Private",3,7,2,"Yes","No","Yes","No","Yes","Yes",-200,-100.7,18.89,20.4699993133545,"giant",NA,1.071671724,0.09
"2018-087807",2018,8,4,42.9166666666667,-70.1666666666667,0,"MA","Private",3,10,3,"Yes","No","No","No","No","No",-220,-100.7,21.11,20.4699993133545,"giant",NA,1.071671724,0.09
"2018-087808",2018,8,4,42.2666666666667,-70.2833333333333,1,"MA","Charter",3,24,5,"Yes","No","No","No","No","No",-150,-27.2,20,19.7600002288818,"giant",NA,1.071671724,0.09
"2018-087805",2018,8,4,42.9166666666667,-70.1666666666667,0,"MA","Private",3,16,3,"Yes","No","No","No","No","No",-195,-100.7,NA,20.4699993133545,"giant",NA,1.071671724,0.09
"2018-087809",2018,8,4,42.2666666666667,-70.2833333333333,1,"MA","Charter",3,5,6,"Yes","No","No","No","No","No",-180,-27.2,20.56,19.7600002288818,"giant",NA,1.071671724,0.09
"2018-087701",2018,8,4,42.1666666666667,-70.25,0,"MA","Private",6,6,2,"Yes","No","No","No","No","No",-110,-28.8,18.33,19.7799987792969,"large med",NA,1.071671724,0.09
"2018-23-08-12051109",2018,8,4,43.4333333333333,-69.9666666666667,0,"ME","Private",3,20,3,"Yes","No","No","No","No","No",-200,-127,20,19.6000003814697,"giant",NA,1.071671724,0.09
"2018-088103",2018,8,5,42.2666666666667,-70.2833333333333,0,"MA","Charter",3,10,3,"Yes","No","No","No","No","No",-180,-27.2,20.56,20.0200004577637,"giant",NA,0.797305703,0.09
"2018-088102",2018,8,5,42.2666666666667,-70.2833333333333,0,"MA","Charter",2,10,2,"Yes","No","No","No","No","No",-160,-27.2,20,20.0200004577637,"giant",NA,0.797305703,0.09
"2018-088101",2018,8,5,42.2666666666667,-70.2833333333333,0,"MA","Charter",3,9,6,"Yes","No","No","No","No","No",-170,-27.2,20,20.0200004577637,"giant",NA,0.797305703,0.09
"2018-088106",2018,8,5,42.9166666666667,-70.1666666666667,1,"MA","Charter",3,10,2,"Yes","No","No","No","No","No",-200,-100.7,20,20.6999988555908,"giant",NA,0.797305703,0.09
"2018-087903",2018,8,5,42.2666666666667,-70.2833333333333,1,"MA","Private",3,5,2,"Yes","No","No","No","No","No",-130,-27.2,18.33,20.0200004577637,"giant",NA,0.797305703,0.09
"2018-088104",2018,8,5,42.2666666666667,-70.2833333333333,0,"MA","Private",3,7,2,"Yes","No","No","No","No","No",-140,-27.2,20.56,20.0200004577637,"giant",NA,0.797305703,0.09
"2018-088105",2018,8,5,42.9166666666667,-70.1666666666667,0,"MA","Private",3,8,2,"Yes","No","No","No","No","No",-200,-100.7,21.11,20.6999988555908,"giant",NA,0.797305703,0.09
"2018-091002",2018,8,5,42.9166666666667,-70.1666666666667,0,"NH","Private",2,3,2,"Yes","No","No","No","No","No",-210,-100.7,21.67,20.6999988555908,"giant",NA,0.797305703,0.09
"2018-091001",2018,8,5,42.8333333333333,-70.4166666666667,1,"NH","Private",3,8,4,"Yes","No","No","No","No","No",-200,-128.5,21.11,20.4300003051758,"giant",NA,0.797305703,0.09
"2018-095904",2018,8,5,40.4,-72.3666666666667,0,"NY","Private",6,4,2,"No","Yes","No","Yes","No","No",-200,-52.2,25,24.8699989318848,"large school","large med",0.797305703,0.09
"2018-093704",2018,8,5,40.8333333333333,-71.5833333333333,0,"RI","Private",5,7,2,"No","Yes","Yes","Yes","No","No",-180,-59.3,23.33,23.4599990844727,"giant",NA,0.797305703,0.09
"2018-089302",2018,8,6,42.75,-69.25,0,"MA","Private",4,8,2,"Yes","No","Yes","No","No","No",-200,-73.8,20.56,22.0599994659424,"giant",NA,0.424208552,0.09
"2018-089303",2018,8,6,42.2666666666667,-70.2833333333333,0,"MA","Charter",3,11,3,"Yes","No","No","No","No","No",-150,-27.2,22.78,20.3799991607666,"giant",NA,0.424208552,0.09
"2018-089304",2018,8,6,42.2666666666667,-70.2833333333333,1,"MA","Charter",2,10,1,"Yes","No","Yes","No","No","No",-160,-27.2,22.22,20.3799991607666,"giant",NA,0.424208552,0.09
"2018-089305",2018,8,6,42.9166666666667,-70.0833333333333,0,"MA","Private",3,13,4,"Yes","No","No","No","No","No",-183,-74,22.22,20.9699993133545,"giant",NA,0.424208552,0.09
"2018-089701",2018,8,6,42.1666666666667,-70.25,0,"MA","Private",3,10,1,"Yes","No","No","No","No","No",-120,-28.8,18.33,20.5900001525879,"giant",NA,0.424208552,0.09
"2018-089301",2018,8,6,42.2666666666667,-70.2833333333333,1,"MA","Charter",3,10,3,"Yes","No","No","No","No","No",-160,-27.2,22.22,20.3799991607666,"giant",NA,0.424208552,0.09
"2018-091602",2018,8,6,42.9166666666667,-70.4166666666667,0,"NH","Private",2,16,2,"Yes","No","No","No","No","No",-180,-74.1,21.67,20.6700000762939,"giant",NA,0.424208552,0.09
"2018-091301",2018,8,6,42.9166666666667,-70.1666666666667,0,"NH","Charter",2,9,3,"Yes","No","No","No","No","No",-200,-100.7,21.11,20.9699993133545,"giant",NA,0.424208552,0.09
"2018-091601",2018,8,6,42.9166666666667,-70.1666666666667,0,"NH","Private",3,10,2,"Yes","No","No","No","No","No",-210,-100.7,21.67,20.9699993133545,"giant",NA,0.424208552,0.09
"2018-089403",2018,8,7,42.1666666666667,-70.25,0,"MA","Private",3,8,3,"Yes","No","No","No","No","No",-140,-28.8,20.56,21.1599998474121,"giant",NA,0.105240062,0.09
"2018-089801",2018,8,7,42.2666666666667,-70.2833333333333,0,"MA","Charter",3,9,6,"Yes","No","No","No","No","No",-180,-27.2,21.67,21.0399990081787,"giant",NA,0.105240062,0.09
"2018-089802",2018,8,7,42.2666666666667,-70.2833333333333,0,"MA","Charter",3,10,3,"Yes","No","No","No","No","No",-140,-27.2,20,21.0399990081787,"giant",NA,0.105240062,0.09
"2018-089803",2018,8,7,42.2666666666667,-70.2833333333333,0,"MA","Charter",3,2,2,"Yes","No","No","No","No","No",-170,-27.2,22.22,21.0399990081787,"giant",NA,0.105240062,0.09
"2018-089902",2018,8,7,42.4166666666667,-70.4166666666667,1,"MA","Charter",3,4,2,"Yes","No","Yes","No","No","No",-140,-32.5,22.22,21.0399990081787,"giant",NA,0.105240062,0.09
"2018-089401",2018,8,7,42.2666666666667,-70.2833333333333,0,"MA","Private",3,8,1,"Yes","No","No","No","No","No",-140,-27.2,22.22,21.0399990081787,"giant",NA,0.105240062,0.09
"2018-089402",2018,8,7,42.2666666666667,-70.2833333333333,0,"MA","Private",3,10,2,"Yes","No","No","No","No","No",-150,-27.2,22.22,21.0399990081787,"giant",NA,0.105240062,0.09
"2018-089901",2018,8,7,42.9166666666667,-70.1666666666667,0,"MA","Charter",3,10,2,"Yes","No","No","No","No","No",-250,-100.7,22.22,21.25,"giant",NA,0.105240062,0.09
"2018-091501",2018,8,7,42.9166666666667,-70.1666666666667,1,"NH","Private",2,5,3,"Yes","No","No","No","No","No",-300,-100.7,NA,21.25,"giant",NA,0.105240062,0.09
"2018-091401",2018,8,7,42.9166666666667,-70.1666666666667,0,"NH","Private",2,8,2,"Yes","No","Yes","No","No","No",-200,-100.7,21.11,21.25,"giant",NA,0.105240062,0.09
"2018-095001",2018,8,8,42.9166666666667,-70.1666666666667,0,"MA","Private",4,11,2,"Yes","No","No","No","No","No",-180,-100.7,22.22,21.439998626709,"giant",NA,0.332514495,0.09
"2018-095004",2018,8,8,42.2666666666667,-70.2833333333333,0,"MA","Private",4,20,2,"Yes","No","Yes","No","No","No",-200,-27.2,22.78,20.939998626709,"giant",NA,0.332514495,0.09
"2018-095002",2018,8,8,42.4166666666667,-70.2833333333333,0,"MA","Private",3,10,3,"Yes","No","No","No","No","No",-160,-55.7,22.22,20.939998626709,"giant",NA,0.332514495,0.09
"2018-095003",2018,8,8,42.2666666666667,-70.2833333333333,1,"MA","Charter",3,10,4,"Yes","No","No","No","No","No",-95,-27.2,21.11,20.939998626709,"giant",NA,0.332514495,0.09
"2018-095005",2018,8,8,42.9166666666667,-70.1666666666667,0,"MA","Charter",3,12,4,"Yes","No","No","No","No","No",-110,-100.7,21.11,21.439998626709,"giant",NA,0.332514495,0.09
"2018-095101",2018,8,8,42.1666666666667,-70.25,0,"MA","Private",3,12,2,"Yes","No","No","No","No","No",-140,-28.8,17.22,20.939998626709,"giant",NA,0.332514495,0.09
"2018-095102",2018,8,8,42.1666666666667,-70.25,0,"MA","Private",3,12,2,"Yes","No","No","No","No","No",-150,-28.8,19.44,20.939998626709,"giant",NA,0.332514495,0.09
"2018-095502",2018,8,8,42.9166666666667,-70.1666666666667,0,"NH","Private",2,11,1,"Yes","No","Yes","No","Yes","Yes",-170,-100.7,NA,21.439998626709,"giant",NA,0.332514495,0.09
"2018-096901",2018,8,9,42.9166666666667,-70.1666666666667,0,"MA","Private",2,3,1,"Yes","No","No","No","No","No",-165,-100.7,21.11,21.4899997711182,"giant",NA,0.666323185,0.09
"2018-096903",2018,8,9,42.9166666666667,-70.1666666666667,0,"MA","Private",3,7,3,"Yes","No","No","No","No","No",-200,-100.7,23.89,21.4899997711182,"giant",NA,0.666323185,0.09
"2018-096801",2018,8,9,42.2666666666667,-70.2833333333333,0,"MA","Private",3,10,2,"Yes","No","No","No","No","No",-120,-27.2,20,20.8599987030029,"giant",NA,0.666323185,0.09
"2018-096902",2018,8,9,42.2666666666667,-70.2833333333333,1,"MA","Charter",3,10,4,"Yes","No","No","No","No","No",-150,-27.2,21.11,20.8599987030029,"giant",NA,0.666323185,0.09
"2018-23-08-22061501",2018,8,9,43.3166666666667,-70.3166666666667,0,"ME","Private",3,7,3,"Yes","No","No","No","No","No",-190,-66.2,NA,20.1000003814697,"giant",NA,0.666323185,0.09
"2018-097201",2018,8,9,42.8833333333333,-70.6666666666667,0,"NH","Private",2,10,2,"Yes","Yes","No","Yes","No","No",-90,-61.1,NA,20.7099990844727,"giant",NA,0.666323185,0.09
"2018-097202",2018,8,9,42.9166666666667,-70.1666666666667,0,"NH","Private",2,4,1,"Yes","No","Yes","No","Yes","Yes",-205,-100.7,21.11,21.4899997711182,"giant",NA,0.666323185,0.09
"2018-098904",2018,8,10,42.9166666666667,-70.1666666666667,0,"MA","Private",4,7,3,"Yes","No","No","No","No","No",-150,-100.7,23.33,21.5699996948242,"giant",NA,0.543344855,0.09
"2018-098801",2018,8,10,42.2666666666667,-70.2833333333333,0,"MA","Private",3,8,3,"Yes","No","No","No","No","No",-120,-27.2,17.78,21.0900001525879,"giant",NA,0.543344855,0.09
"2018-098802",2018,8,10,42.1666666666667,-70.25,0,"MA","Charter",2,6,1,"Yes","No","No","No","No","No",-300,-28.8,18.33,21.0900001525879,"giant",NA,0.543344855,0.09
"2018-098901",2018,8,10,42.2666666666667,-70.2833333333333,0,"MA","Private",3,8,3,"Yes","Yes","No","No","No","No",-103,-27.2,23.33,21.0900001525879,"giant",NA,0.543344855,0.09
"2018-099101",2018,8,10,42.2666666666667,-70.2833333333333,0,"MA","Charter",3,8,6,"Yes","No","No","No","No","No",-135,-27.2,22.22,21.0900001525879,"giant",NA,0.543344855,0.09
"2018-099102",2018,8,10,42.2666666666667,-70.2833333333333,0,"MA","Private",4,8,5,"Yes","No","No","No","No","No",-140,-27.2,21.67,21.0900001525879,"giant",NA,0.543344855,0.09
"2018-098902",2018,8,10,42.2666666666667,-70.2833333333333,1,"MA","Charter",2,6,2,"Yes","No","No","No","No","No",-180,-27.2,20,21.0900001525879,"giant",NA,0.543344855,0.09
"2018-098706",2018,8,11,40,-70,0,"MA","Private",6,19,8,"Yes","Yes","Yes","Yes","Yes","No",-1200,-162,25.56,24.8599987030029,"giant",NA,0.434126407,0.09
"2018-098102",2018,8,11,42.9166666666667,-70.1666666666667,1,"MA","Charter",3,8,8,"Yes","No","No","No","No","No",-150,-100.7,21.67,21.689998626709,"giant",NA,0.434126407,0.09
"2018-098105",2018,8,11,42.2833333333333,-70.2666666666667,1,"MA","Private",3,8,5,"Yes","No","No","No","No","No",-175,-33,22.22,21.0900001525879,"giant",NA,0.434126407,0.09
"2018-098104",2018,8,11,42.2666666666667,-70.2833333333333,0,"MA","Private",3,9,4,"Yes","No","Yes","No","Yes","Yes",-160,-27.2,22.22,21.0900001525879,"giant",NA,0.434126407,0.09
"2018-098103",2018,8,11,42.7166666666667,-70.6666666666667,0,"MA","Private",3,8,2,"Yes","No","No","No","No","No",-180,-33.3,21.11,21.2199993133545,"giant",NA,0.434126407,0.09
"2018-098101",2018,8,11,42.9166666666667,-70.1666666666667,0,"MA","Private",3,10,2,"Yes","No","No","No","No","No",-180,-100.7,NA,21.689998626709,"giant",NA,0.434126407,0.09
"2018-098106",2018,8,11,42.9166666666667,-70.1666666666667,0,"MA","Private",3,10,4,"Yes","No","No","No","No","No",-160,-100.7,22.22,21.689998626709,"giant",NA,0.434126407,0.09
"2018-23-08-11021702",2018,8,11,43.3333333333333,-70.1666666666667,1,"ME","Private",2,18,1,"Yes","No","No","No","No","No",-200,-107.6,22.78,20.5900001525879,"giant",NA,0.434126407,0.09
"2018-23-08-11021601",2018,8,11,43.3333333333333,-70.1666666666667,1,"ME","Private",2,24,2,"Yes","No","No","No","No","No",-225,-107.6,NA,20.5900001525879,"giant",NA,0.434126407,0.09
"2018-102701",2018,8,11,42.8333333333333,-70.4166666666667,1,"NH","Private",3,5,2,"Yes","No","No","No","No","No",-210,-128.5,20,21.2999992370605,"giant",NA,0.434126407,0.09
"2018-099802",2018,8,11,42.9166666666667,-70.1666666666667,0,"NH","Charter",4,6,2,"Yes","No","No","No","No","No",-185,-100.7,20,21.689998626709,"giant",NA,0.434126407,0.09
"2018-099801",2018,8,11,42.9166666666667,-70.1666666666667,0,"NH","Charter",4,10,2,"Yes","Yes","Yes","Yes","Yes","Yes",-180,-100.7,NA,21.689998626709,"giant",NA,0.434126407,0.09
"2018-102703",2018,8,11,42.9166666666667,-70.1666666666667,0,"NH","Private",3,10,3,"Yes","No","No","No","No","No",-215,-100.7,21.11,21.689998626709,"giant",NA,0.434126407,0.09
"2018-102702",2018,8,11,42.9166666666667,-70.1666666666667,1,"NH","Private",4,24,4,"Yes","No","No","No","No","No",-215,-100.7,22.22,21.689998626709,"giant",NA,0.434126407,0.09
"2018-111301",2018,8,11,39.8666666666667,-73.05,0,"NJ","Private",7,7,3,"No","Yes","Yes","Yes","No","No",-275,-73.8,26.11,26.25,NA,"large med",0.434126407,0.09
"2018-098204",2018,8,12,42.9166666666667,-70.1666666666667,0,"MA","Private",3,10,2,"Yes","No","No","No","No","No",-150,-100.7,22.22,21.6399993896484,"giant",NA,0.655637503,0.09
"2018-098201",2018,8,12,42.2666666666667,-70.2833333333333,1,"MA","Private",3,15,2,"Yes","No","No","No","No","No",-160,-27.2,22.22,20.9099998474121,"giant",NA,0.655637503,0.09
"2018-098203",2018,8,12,42.9166666666667,-70.2833333333333,0,"MA","Charter",2,6,8,"Yes","No","No","No","No","No",-180,-150.8,20,21.1499996185303,"giant",NA,0.655637503,0.09
"2018-098205",2018,8,12,42.9166666666667,-70.2833333333333,0,"MA","Charter",3,10,8,"Yes","No","No","No","No","No",-150,-150.8,21.11,21.1499996185303,"giant",NA,0.655637503,0.09
"2018-098206",2018,8,12,42.9166666666667,-70.1666666666667,0,"MA","Charter",3,24,6,"Yes","No","No","No","No","No",-108,-100.7,22.22,21.6399993896484,"giant",NA,0.655637503,0.09
"2018-098208",2018,8,12,42.7166666666667,-70.6666666666667,0,"MA","Private",3,24,2,"Yes","No","No","No","No","No",-200,-33.3,21.67,21.0299987792969,"giant",NA,0.655637503,0.09
"2018-098202",2018,8,12,42.1666666666667,-70.2833333333333,0,"MA","Private",4,8,2,"Yes","No","No","No","No","No",-230,-22.7,NA,20.8400001525879,"giant",NA,0.655637503,0.09
"2018-098207",2018,8,12,42.2666666666667,-70.2833333333333,1,"MA","Private",3,8,3,"Yes","No","No","No","No","No",-170,-27.2,NA,20.9099998474121,"giant",NA,0.655637503,0.09
"2018-102201",2018,8,13,42.2666666666667,-70.2833333333333,0,"MA","Charter",3,10,4,"Yes","No","Yes","No","No","No",-160,-27.2,21.11,20.6700000762939,"giant",NA,0.699898124,0.09
"2018-102802",2018,8,13,42.85,-70.3333333333333,0,"NH","Charter",2,10,4,"Yes","No","No","No","No","No",-216,-50.1,20,21.2299995422363,"giant",NA,0.699898124,0.09
"2018-102801",2018,8,13,42.9166666666667,-70.1666666666667,2,"NH","Private",3,7,2,"Yes","No","No","No","No","No",-205,-100.7,21.11,21.6800003051758,"giant",NA,0.699898124,0.09
"2018-105402",2018,8,14,42.1666666666667,-70.25,0,"MA","Private",5,11,2,"Yes","No","No","No","No","No",-155,-28.8,21.67,20.4300003051758,"giant",NA,0.555748165,0.09
"2018-104005",2018,8,14,42.9166666666667,-70.1666666666667,1,"MA","Charter",3,20,3,"Yes","No","No","No","No","No",-200,-100.7,23.33,21.7700004577637,"giant",NA,0.555748165,0.09
"2018-105405",2018,8,14,42.1666666666667,-70.25,0,"MA","Charter",4,10,3,"Yes","No","No","No","No","No",-120,-28.8,20.56,20.4300003051758,"giant",NA,0.555748165,0.09
"2018-104002",2018,8,14,42.9166666666667,-70.1666666666667,0,"MA","Charter",3,16,3,"Yes","No","No","No","No","No",-140,-100.7,22.22,21.7700004577637,"giant",NA,0.555748165,0.09
"2018-105403",2018,8,14,42.2666666666667,-70.2833333333333,0,"MA","Private",4,10,2,"Yes","No","Yes","No","No","No",-100,-27.2,23.33,20.4799995422363,"giant",NA,0.555748165,0.09
"2018-105404",2018,8,14,42.1666666666667,-70.25,0,"MA","Private",2,8,2,"Yes","No","No","No","No","No",-150,-28.8,22.22,20.4300003051758,"giant",NA,0.555748165,0.09
"2018-105401",2018,8,14,42.1666666666667,-70.25,0,"MA","Private",3,6,1,"Yes","No","Yes","No","No","No",-120,-28.8,21.67,20.4300003051758,"giant",NA,0.555748165,0.09
"2018-104004",2018,8,14,42.2666666666667,-70.2833333333333,1,"MA","Charter",3,8,2,"Yes","No","No","No","No","No",-110,-27.2,21.67,20.4799995422363,"giant",NA,0.555748165,0.09
"2018-104001",2018,8,14,42.2666666666667,-70.2833333333333,0,"MA","Charter",3,10,3,"Yes","No","No","No","No","No",-150,-27.2,21.11,20.4799995422363,"giant",NA,0.555748165,0.09
"2018-104003",2018,8,14,42.2666666666667,-70.2833333333333,1,"MA","Private",3,10,2,"Yes","No","Yes","No","No","No",-100,-27.2,22.22,20.4799995422363,"giant",NA,0.555748165,0.09
"2018-104502",2018,8,14,42.8333333333333,-70.4166666666667,0,"NH","Private",7,12,1,"Yes","Yes","Yes","Yes","Yes","Yes",-200,-128.5,21.11,21.3899993896484,"giant","large med",0.555748165,0.09
"2018-104501",2018,8,14,43,-70.4833333333333,1,"NH","Private",2,6,2,"Yes","No","No","No","No","No",-225,-89.4,23.33,21.3899993896484,"giant",NA,0.555748165,0.09
"2018-105901",2018,8,15,42.2666666666667,-70.2833333333333,0,"MA","Charter",3,10,2,"Yes","No","No","No","No","No",-150,-27.2,23.33,20.5100002288818,"giant",NA,0.421738297,0.09
"2018-105502",2018,8,15,42.2666666666667,-70.2833333333333,0,"MA","Private",3,12,3,"Yes","No","No","No","No","No",-160,-27.2,22.22,20.5100002288818,"giant",NA,0.421738297,0.09
"2018-105501",2018,8,15,42.2666666666667,-70.2833333333333,0,"MA","Private",2,11,2,"Yes","No","No","No","No","No",-160,-27.2,22.22,20.5100002288818,"giant",NA,0.421738297,0.09
"2018-107501",2018,8,15,41.6333333333333,-69.6666666666667,0,"MA","Private",3,9,2,"Yes","No","No","No","No","No",-250,-60,18.33,21.6800003051758,"giant",NA,0.421738297,0.09
"2018-107502",2018,8,15,41.6333333333333,-69.6666666666667,0,"MA","Private",2,2,3,"Yes","No","No","No","No","No",-300,-60,16.67,21.6800003051758,"giant",NA,0.421738297,0.09
"2018-106201",2018,8,15,43.1166666666667,-70.4166666666667,0,"NH","Private",2,6,1,"Yes","No","No","No","No","No",-170,-57,NA,20.4499988555908,"large med",NA,0.421738297,0.09
"2018-106202",2018,8,15,42.9166666666667,-70.0833333333333,1,"NH","Private",3,8,2,"Yes","No","No","No","No","No",-200,-74,21.11,21.4200000762939,"giant",NA,0.421738297,0.09
"2018-108801",2018,8,15,42.9166666666667,-70.1666666666667,1,"NH","Charter",2,2,4,"Yes","No","No","No","No","No",-200,-100.7,20,21.4200000762939,"giant",NA,0.421738297,0.09
"2018-107609",2018,8,16,42.9166666666667,-70.1666666666667,0,"MA","Private",3,10,3,"Yes","No","Yes","No","No","No",-200,-100.7,22.22,20.9799995422363,"giant",NA,0.589675426,0.09
"2018-107602",2018,8,16,42.9166666666667,-70.1666666666667,0,"MA","Charter",3,10,2,"Yes","No","No","No","No","No",-140,-100.7,22.22,20.9799995422363,"giant",NA,0.589675426,0.09
"2018-110204",2018,8,16,42.2666666666667,-70.2833333333333,1,"MA","Private",3,12,2,"Yes","No","Yes","No","No","No",-120,-27.2,20.56,21.1399993896484,"giant",NA,0.589675426,0.09
"2018-107608",2018,8,16,42.9166666666667,-70.1666666666667,0,"MA","Charter",3,9,4,"Yes","No","No","No","No","No",-200,-100.7,21.67,20.9799995422363,"giant",NA,0.589675426,0.09
"2018-107604",2018,8,16,42.2666666666667,-70.2833333333333,0,"MA","Charter",4,10,5,"Yes","No","Yes","No","No","No",-110,-27.2,21.11,21.1399993896484,"giant",NA,0.589675426,0.09
"2018-107606",2018,8,16,42.6333333333333,-70.55,0,"MA","Charter",3,2,2,"Yes","No","Yes","No","No","No",-200,-39.9,NA,21.0100002288818,"giant",NA,0.589675426,0.09
"2018-107607",2018,8,16,42.2666666666667,-70.2833333333333,0,"MA","Private",3,8,2,"Yes","No","No","No","No","No",-180,-27.2,22.22,21.1399993896484,"giant",NA,0.589675426,0.09
"2018-107701",2018,8,16,42.2666666666667,-70.2833333333333,0,"MA","Charter",3,8,3,"Yes","No","No","No","No","No",-104,-27.2,21.11,21.1399993896484,"giant",NA,0.589675426,0.09
"2018-110201",2018,8,16,42.2666666666667,-70.2833333333333,1,"MA","Charter",3,8,2,"Yes","No","No","No","No","No",-150,-27.2,20.56,21.1399993896484,"giant",NA,0.589675426,0.09
"2018-110202",2018,8,16,42.2666666666667,-70.2833333333333,0,"MA","Private",3,10,1,"Yes","No","No","No","No","No",-120,-27.2,21.11,21.1399993896484,"giant",NA,0.589675426,0.09
"2018-107605",2018,8,16,42.2666666666667,-70.2833333333333,0,"MA","Private",3,10,5,"Yes","No","No","No","No","No",-160,-27.2,22.78,21.1399993896484,"giant",NA,0.589675426,0.09
"2018-110203",2018,8,16,42.2666666666667,-70.2833333333333,0,"MA","Private",3,8,2,"Yes","No","No","No","No","No",-130,-27.2,20.56,21.1399993896484,"giant",NA,0.589675426,0.09
"2018-108101",2018,8,16,42.75,-70.2166666666667,0,"NH","Private",2,5,3,"Yes","No","No","No","No","No",-202,-69.2,23.89,20.9799995422363,"giant",NA,0.589675426,0.09
"2018-108102",2018,8,16,42.8666666666667,-70.2333333333333,0,"NH","Private",3,7,2,"Yes","No","No","No","No","No",-200,-107.1,NA,20.9799995422363,"giant",NA,0.589675426,0.09
"2018-108301",2018,8,16,39.8666666666667,-73.05,0,"NJ","Private",7,6,3,"No","Yes","Yes","Yes","No","No",-180,-73.8,26.11,25.2299995422363,"giant",NA,0.589675426,0.09
"2018-108401",2018,8,16,40.75,-70.9166666666667,0,"RI","Private",10,13,3,"No","No","Yes","Yes","No","No",-220,-59,23.89,24.8799991607666,"giant",NA,0.589675426,0.09
